abbr,id,fips,name,collection_date,sum_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid,mmwrweek_end,change,change_text,burden,burden_text,covid_pct_of_total_weekly,covid_deaths_3_month_period,aa_covid_rate_3_month_period,data_as_of,covid_deaths_total,aa_covid_rate_total,data_period_end,mmwrweek_end_testing,level,perc_diff,percent_pos,percent_pos_2_week,percent_pos_4_week,number_tested,number_tested_2_week,number_tested_4_week,pct_change_wk_weekly,pct_diff_wk_weekly,data_update_dte
IN,18,18,Indiana,2023-09-02,139048,10.6,291,4.32,1.9,0.1,1.1,0.3,2023-09-02,-3.4%,Stable (-9.9% to 9.9%),1.8%,Low (1.5% to 2.9%),NA,121,1.6,2023-09-06,25934,326.6,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-11 14:58:00
KS,20,20,Kansas,2023-09-02,56899,9.1,108,3.71,1.6,0.1,0.9,0.1,2023-09-02,13.9%,Moderate Increase (10.0% to 19.9%),1.8%,Low (1.5% to 2.9%),NA,42,1.1,2023-09-06,10589,300,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-11 14:58:00
KY,21,21,Kentucky,2023-09-02,155421,24.8,277,6.2,2.5,0.5,1.8,0.7,2023-09-02,4.6%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),0,131,2.6,2023-09-06,19965,371.6,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,-100,-3.2,2023-09-11 14:58:00
LA,22,22,Louisiana,2023-09-02,95591,2.7,344,7.4,3.3,0.4,1.9,0.3,2023-09-02,-11.0%,Moderate Decrease (-19.9% to -10.0%),3.6%,Moderate (3.0% to 4.4%),0,65,1.3,2023-09-06,17644,329.8,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,NA,0,2023-09-11 14:58:00
MA,25,25,Massachusetts,2023-09-02,103579,28.2,454,6.59,2.6,0.2,2,0.1,2023-09-02,9.3%,Stable (-9.9% to 9.9%),1.8%,Low (1.5% to 2.9%),3.5,129,1.5,2023-09-06,20923,235.1,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,59.1,1.3,2023-09-11 14:58:00
MD,24,24,Maryland,2023-09-02,95622,12.6,260,4.3,2.9,0.6,1.5,0.4,2023-09-02,15.9%,Moderate Increase (10.0% to 19.9%),2.2%,Low (1.5% to 2.9%),NA,129,1.8,2023-09-06,18115,247.9,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,NA,2023-09-11 14:58:00
ME,23,23,Maine,2023-09-02,15093,61.5,42,3.12,3,0.7,1.9,0.2,2023-09-02,-26.5%,Substantial Decrease (< -19.9%),1.1%,Minimal (< 1.5%),NA,30,1.4,2023-09-06,3274,163.6,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-11 14:58:00
MI,26,26,Michigan,2023-09-02,192223,15.8,351,3.51,1.9,0.4,1.2,0.4,2023-09-02,13.3%,Moderate Increase (10.0% to 19.9%),1.5%,Low (1.5% to 2.9%),NA,184,1.5,2023-09-06,37724,296.5,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-11 14:58:00
MN,27,27,Minnesota,2023-09-02,78652,-2.8,171,3.03,2.1,0.2,1,0.1,NA,NA,NA,NA,NA,NA,87,1.3,2023-09-06,15530,224.6,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-11 14:58:00
MO,29,29,Missouri,2023-09-02,130090,20,342,5.57,2.7,0.5,1.9,0.1,NA,NA,NA,NA,NA,NA,79,1,2023-09-06,22468,289.7,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-11 14:58:00
MP,69,69,Northern Mariana Islands,2023-09-02,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-11 14:58:00
MS,28,28,Mississippi,2023-09-02,55689,-24.3,134,4.5,3.1,-0.1,3,0,2023-09-02,-15.8%,Moderate Decrease (-19.9% to -10.0%),3.2%,Moderate (3.0% to 4.4%),NA,111,3.2,2023-09-06,14814,427.7,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-11 14:58:00
MT,30,30,Montana,2023-09-02,30011,13.2,60,5.61,1.5,0,0.4,0,2023-09-02,-0.4%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),0,NA,NA,2023-09-06,3870,268.5,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,NA,2023-09-11 14:58:00
NC,37,37,North Carolina,2023-09-02,167597,2.6,481,4.59,3.2,0.4,2.3,0.2,2023-09-02,4.2%,Stable (-9.9% to 9.9%),2.9%,Low (1.5% to 2.9%),NA,269,2.2,2023-09-06,33873,270.5,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-11 14:58:00
ND,38,38,North Dakota,2023-09-02,15021,-4.8,20,2.62,1.3,0.2,0.3,-0.4,2023-09-02,24.4%,Substantial Increase (> 19.9%),1.0%,Minimal (< 1.5%),0,NA,NA,2023-09-06,2638,282.8,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,0,2023-09-11 14:58:00
NE,31,31,Nebraska,2023-09-02,31476,-6.7,42,2.17,1,-0.1,0.4,0,2023-09-02,-4.6%,Stable (-9.9% to 9.9%),0.9%,Minimal (< 1.5%),NA,18,NA,2023-09-06,5766,247.6,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-11 14:58:00
NH,33,33,New Hampshire,2023-09-02,18105,30.2,56,4.12,2,0.4,1.6,-0.3,2023-09-02,8.2%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),NA,31,1.6,2023-09-06,3288,178.8,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-11 14:58:00
NJ,34,34,New Jersey,2023-09-02,172062,14.1,355,4,2.3,0.2,1,0.2,2023-09-02,11.0%,Moderate Increase (10.0% to 19.9%),1.4%,Minimal (< 1.5%),NA,148,1.3,2023-09-06,35312,301.8,2023-09-02,2023-09-02,Region 2,-0.8,12.2,13,11.7,1120,3865,8461,NA,NA,2023-09-11 14:58:00
NM,35,35,New Mexico,2023-09-02,38194,50,57,2.72,1.7,0.3,1.5,0.4,2023-09-02,-12.9%,Moderate Decrease (-19.9% to -10.0%),1.9%,Low (1.5% to 2.9%),NA,35,1.4,2023-09-06,9326,360.4,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,NA,NA,2023-09-11 14:58:00
NV,32,32,Nevada,2023-09-02,64333,0.8,131,4.25,2.2,0,1.7,0,2023-09-02,-14.0%,Moderate Decrease (-19.9% to -10.0%),1.6%,Low (1.5% to 2.9%),NA,60,1.7,2023-09-06,11918,332.1,2023-09-02,2023-09-02,Region 9,-2.4,14.2,16.1,14.7,2657,8527,17746,NA,NA,2023-09-11 14:58:00
NY,36,36,New York,2023-09-02,374753,14.1,1262,6.49,3.5,0.3,2.1,0.1,2023-09-02,5.2%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),2.2,386,1.5,2023-09-06,81138,313.7,2023-09-02,2023-09-02,Region 2,-0.8,12.2,13,11.7,1120,3865,8461,4.8,0.1,2023-09-11 14:58:00
NY-NYC,71,71,New York (excludes NYC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,267,1.7,2023-09-06,41801,271.1,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,-0.1,2023-09-11 14:58:00
NYC,57,57,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,119,1.1,2023-09-06,39337,377.4,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,0.5,2023-09-11 14:58:00
OH,39,39,Ohio,2023-09-02,260072,18.8,437,3.74,1.6,0.3,1.2,0.4,2023-09-02,22.8%,Substantial Increase (> 19.9%),1.8%,Low (1.5% to 2.9%),NA,178,1.2,2023-09-06,49719,334.1,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-11 14:58:00
OK,40,40,Oklahoma,2023-09-02,109745,53.1,199,5.03,2.1,0.2,1.6,0.7,NA,NA,NA,NA,NA,NA,78,1.7,2023-09-06,19524,425.8,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,NA,NA,2023-09-11 14:58:00
OR,41,41,Oregon,2023-09-02,46032,4.2,175,4.15,3.3,0.4,2.1,-0.3,2023-09-02,2.9%,Stable (-9.9% to 9.9%),2.4%,Low (1.5% to 2.9%),NA,97,1.9,2023-09-06,9286,176.6,2023-09-02,2023-09-02,Region 10,-0.2,13.1,12.9,12.4,5864,12380,23221,NA,NA,2023-09-11 14:58:00
PA,42,42,Pennsylvania,2023-09-02,244537,18.4,535,4.18,1.9,0.4,1.4,0.3,2023-09-02,25.5%,Substantial Increase (> 19.9%),1.3%,Minimal (< 1.5%),2.2,243,1.3,2023-09-06,52670,295,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,37.5,0.6,2023-09-11 14:58:00
PR,72,72,Puerto Rico,2023-09-02,28787,27,155,4.85,2.5,-0.3,1.6,-0.1,NA,NA,NA,NA,NA,NA,249,4.3,2023-09-06,6369,121.2,2023-09-02,2023-09-02,Region 2,-0.8,12.2,13,11.7,1120,3865,8461,NA,NA,2023-09-11 14:58:00
PW,70,70,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-11 14:58:00
RI,44,44,Rhode Island,2023-09-02,13084,23.5,42,3.96,2.6,0.5,1.2,-1,2023-09-02,-9.0%,Stable (-9.9% to 9.9%),1.2%,Minimal (< 1.5%),NA,23,1.6,2023-09-06,3978,268.6,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-11 14:58:00
RMI,68,68,Republic of Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-11 14:58:00
SC,45,45,South Carolina,2023-09-02,94579,18,373,7.24,3.7,0.9,1.7,-0.1,2023-09-02,0.8%,Stable (-9.9% to 9.9%),3.9%,Moderate (3.0% to 4.4%),NA,136,2.1,2023-09-06,21259,328.3,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-11 14:58:00
SD,46,46,South Dakota,2023-09-02,19166,37.5,44,4.97,1.8,0.3,2.1,1.3,2023-09-02,5.8%,Stable (-9.9% to 9.9%),1.0%,Minimal (< 1.5%),0,NA,NA,2023-09-06,3273,299.1,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,0,2023-09-11 14:58:00
TN,47,47,Tennessee,2023-09-02,130232,5.3,416,6.09,2.8,0.4,1.7,0.1,2023-09-02,-15.1%,Moderate Decrease (-19.9% to -10.0%),2.7%,Low (1.5% to 2.9%),3.5,198,2.4,2023-09-06,28671,345.5,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,40,1,2023-09-11 14:58:00
TX,48,48,Texas,2023-09-02,607125,17,1918,6.61,3.1,0.5,2.4,0.5,2023-09-02,3.1%,Stable (-9.9% to 9.9%),3.6%,Moderate (3.0% to 4.4%),2.5,398,1.5,2023-09-06,102239,355.4,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,78.6,1.1,2023-09-11 14:58:00
USA,0,00,United States of America,2023-09-02,6308630,8.7,18871,5.68,2.9,0.3,1.9,0.3,2023-09-02,-1.5%,Stable (-9.9% to 9.9%),2.3%,Low (1.5% to 2.9%),2.1,6643,1.7,2023-09-06,1140278,285.4,2023-09-02,2023-09-02,National,-0.6,13.5,13.9,12.9,41152,108517,197468,10.5,0.2,2023-09-11 14:58:00
UT,49,49,Utah,2023-09-02,46810,3,102,3.18,1.4,0.1,1,0.1,2023-09-02,30.7%,Substantial Increase (> 19.9%),1.7%,Low (1.5% to 2.9%),0,31,1.2,2023-09-06,5520,197.2,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,NA,2023-09-11 14:58:00
VA,51,51,Virginia,2023-09-02,120962,4.7,377,4.42,2.5,0.3,2,0.2,2023-09-02,3.7%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),NA,144,1.5,2023-09-06,23578,234.9,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,NA,2023-09-11 14:58:00
VI,78,78,Virgin Islands,2023-09-02,618,0,1,0.94,0.8,-0.4,0,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,2023-09-02,Region 2,-0.8,12.2,13,11.7,1120,3865,8461,NA,NA,2023-09-11 14:58:00
VT,50,50,Vermont,2023-09-02,6266,-13,20,3.21,2.9,0.2,1.5,0,2023-09-02,7.3%,Stable (-9.9% to 9.9%),1.4%,Minimal (< 1.5%),NA,30,3.4,2023-09-06,1020,117,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-11 14:58:00
WA,53,53,Washington,2023-09-02,76474,2.5,290,3.81,3.4,0.5,2.1,0.4,2023-09-02,5.6%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),NA,157,1.9,2023-09-06,15029,173.1,2023-09-02,2023-09-02,Region 10,-0.2,13.1,12.9,12.4,5864,12380,23221,NA,NA,2023-09-11 14:58:00
WI,55,55,Wisconsin,2023-09-02,126220,4.6,205,3.52,1.6,0.2,0.9,0.1,2023-09-02,14.6%,Moderate Increase (10.0% to 19.9%),1.2%,Minimal (< 1.5%),NA,83,1.1,2023-09-06,17150,231.8,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-11 14:58:00
WV,54,54,West Virginia,2023-09-02,42239,42.5,124,6.92,2.8,0.8,2.6,0.6,2023-09-02,31.6%,Substantial Increase (> 19.9%),2.1%,Low (1.5% to 2.9%),NA,29,1.2,2023-09-06,8635,347.2,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,NA,2023-09-11 14:58:00
WY,56,56,Wyoming,2023-09-02,11368,-56,11,1.9,1.2,-0.6,0.1,-1.2,2023-09-02,-18.0%,Moderate Decrease (-19.9% to -10.0%),1.3%,Minimal (< 1.5%),0,NA,NA,2023-09-06,2140,303.7,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,0,2023-09-11 14:58:00
AK,2,02,Alaska,2023-08-26,9673,5,21,2.87,1.3,0.1,0.6,0.3,2023-09-02,11.1%,Moderate Increase (10.0% to 19.9%),2.2%,Low (1.5% to 2.9%),NA,16,NA,2023-09-06,1514,226.9,2023-09-02,2023-09-02,Region 10,-0.2,13.1,12.9,12.4,5864,12380,23221,NA,NA,2023-09-07T15:40:00Z
AL,1,01,Alabama,2023-08-26,116223,19.5,374,7.63,3.1,0.5,2.7,0.5,2023-09-02,-26.1%,Substantial Decrease (< -19.9%),3.6%,Moderate (3.0% to 4.4%),NA,130,2.1,2023-09-06,22354,359,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-07T15:40:00Z
AR,5,05,Arkansas,2023-08-26,66900,31,207,6.86,2.4,0.6,1.6,0.7,2023-09-02,14.1%,Moderate Increase (10.0% to 19.9%),2.9%,Low (1.5% to 2.9%),NA,73,2,2023-09-06,12544,337.9,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,NA,NA,2023-09-07T15:40:00Z
AS,60,60,American Samoa,2023-08-26,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-07T15:40:00Z
AZ,4,04,Arizona,2023-08-26,153016,18.2,253,3.48,1.5,0.3,0.8,0.2,2023-09-02,-8.1%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),3.4,166,1.8,2023-09-06,29703,324.7,2023-09-02,2023-09-02,Region 9,-2.4,14.2,16.1,14.7,2657,8527,17746,NA,NA,2023-09-07T15:40:00Z
CA,6,06,California,2023-08-26,603916,12,2593,6.56,3.8,0.6,1.9,0.2,2023-09-02,-1.7%,Stable (-9.9% to 9.9%),2.2%,Low (1.5% to 2.9%),2.7,717,1.7,2023-09-06,108806,245.5,2023-09-02,2023-09-02,Region 9,-2.4,14.2,16.1,14.7,2657,8527,17746,17.4,0.4,2023-09-07T15:40:00Z
CO,8,08,Colorado,2023-08-26,96337,31.7,191,3.32,1.4,0.1,0.9,0.1,2023-09-02,8.7%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),NA,92,1.6,2023-09-06,14968,246.9,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,NA,2023-09-07T15:40:00Z
CT,9,09,Connecticut,2023-08-26,64321,-0.5,184,5.16,1.9,0,0.7,0.2,2023-09-02,11.7%,Moderate Increase (10.0% to 19.9%),1.9%,Low (1.5% to 2.9%),0,49,1,2023-09-06,12286,251.8,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-07T15:40:00Z
DC,11,11,District of Columbia,2023-08-26,16280,20,42,5.95,1.9,0.2,1.1,0.6,2023-09-02,8.9%,Stable (-9.9% to 9.9%),2.0%,Low (1.5% to 2.9%),0,NA,NA,2023-09-06,1869,280.9,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,0,2023-09-07T15:40:00Z
DE,10,10,Delaware,2023-08-26,20044,16.1,36,3.7,1.8,0.6,1.7,1,2023-09-02,16.6%,Moderate Increase (10.0% to 19.9%),1.3%,Minimal (< 1.5%),0,25,1.7,2023-09-06,3456,258.6,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,NA,2023-09-07T15:40:00Z
FL,12,12,Florida,2023-08-26,565772,15.2,2406,11.2,4.2,0.3,3.1,0,2023-09-02,-9.1%,Stable (-9.9% to 9.9%),4.0%,Moderate (3.0% to 4.4%),3.5,970,2.9,2023-09-06,79898,248.8,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,-2.8,-0.1,2023-09-07T15:40:00Z
FSM,64,64,Federated States of Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-07T15:40:00Z
GA,13,13,Georgia,2023-08-26,238125,23.7,772,7.27,3.7,0.8,2.6,0.3,2023-09-02,-21.9%,Substantial Decrease (< -19.9%),2.0%,Low (1.5% to 2.9%),NA,199,1.9,2023-09-06,36142,316.3,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-07T15:40:00Z
GU,66,66,Guam,2023-08-26,6155,40,7,4.15,2.4,1.1,3.6,-0.5,2023-09-02,-74.2%,Substantial Decrease (< -19.9%),0.4%,Minimal (< 1.5%),NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-07T15:40:00Z
HI,15,15,Hawaii,2023-08-26,19282,-3.6,134,9.46,5.6,0.1,2.2,0.5,2023-09-02,-8.1%,Stable (-9.9% to 9.9%),3.9%,Moderate (3.0% to 4.4%),NA,61,2.9,2023-09-06,1953,97.9,2023-09-02,2023-09-02,Region 9,-2.4,14.2,16.1,14.7,2657,8527,17746,NA,NA,2023-09-07T15:40:00Z
IA,19,19,Iowa,2023-08-26,54044,12.8,123,3.9,1.9,0.3,0.9,0.1,2023-09-02,4.3%,Stable (-9.9% to 9.9%),2.3%,Low (1.5% to 2.9%),NA,39,0.9,2023-09-06,11113,269.2,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-07T15:40:00Z
ID,16,16,Idaho,2023-08-26,27507,10.9,61,3.41,2,0.3,0.9,0.3,2023-09-02,30.0%,Substantial Increase (> 19.9%),1.8%,Low (1.5% to 2.9%),0,31,1.6,2023-09-06,5514,261.3,2023-09-02,2023-09-02,Region 10,-0.2,13.1,12.9,12.4,5864,12380,23221,NA,NA,2023-09-07T15:40:00Z
IL,17,17,Illinois,2023-08-26,228065,24.7,551,4.35,2,0.4,1.1,0.2,2023-09-02,1.6%,Stable (-9.9% to 9.9%),1.9%,Low (1.5% to 2.9%),NA,159,1,2023-09-06,40358,262.6,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-07T15:40:00Z
IN,18,18,Indiana,2023-08-26,138773,43.8,279,4.14,1.8,0.5,0.8,0.1,2023-09-02,-3.4%,Stable (-9.9% to 9.9%),1.8%,Low (1.5% to 2.9%),NA,121,1.6,2023-09-06,25934,326.6,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-07T15:40:00Z
KS,20,20,Kansas,2023-08-26,56800,89.5,108,3.71,1.5,0.5,0.9,0.4,2023-09-02,13.9%,Moderate Increase (10.0% to 19.9%),1.8%,Low (1.5% to 2.9%),NA,42,1.1,2023-09-06,10589,300,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-07T15:40:00Z
KY,21,21,Kentucky,2023-08-26,155144,16.8,222,4.97,2,0.3,1.2,0.2,2023-09-02,4.6%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),0,131,2.6,2023-09-06,19965,371.6,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,-100,-3.2,2023-09-07T15:40:00Z
LA,22,22,Louisiana,2023-08-26,95252,12.6,340,7.31,3,0.3,1.7,0.5,2023-09-02,-11.0%,Moderate Decrease (-19.9% to -10.0%),3.6%,Moderate (3.0% to 4.4%),0,65,1.3,2023-09-06,17644,329.8,2023-09-02,2023-09-02,Region 6,-0.5,20.3,19.6,18.4,4095,20362,34103,NA,0,2023-09-07T15:40:00Z
MA,25,25,Massachusetts,2023-08-26,103125,4.7,354,5.14,2.3,0.3,1.9,0.1,2023-09-02,9.3%,Stable (-9.9% to 9.9%),1.8%,Low (1.5% to 2.9%),3.5,129,1.5,2023-09-06,20923,235.1,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,59.1,1.3,2023-09-07T15:40:00Z
MD,24,24,Maryland,2023-08-26,95362,11.6,231,3.82,2.3,0.1,1.2,-0.1,2023-09-02,15.9%,Moderate Increase (10.0% to 19.9%),2.2%,Low (1.5% to 2.9%),NA,129,1.8,2023-09-06,18115,247.9,2023-09-02,2023-09-02,Region 3,0.9,12.8,9.9,8.3,1068,3348,7178,NA,NA,2023-09-07T15:40:00Z
ME,23,23,Maine,2023-08-26,15051,0,26,1.93,2.3,-0.3,1.8,0.1,2023-09-02,-26.5%,Substantial Decrease (< -19.9%),1.1%,Minimal (< 1.5%),NA,30,1.4,2023-09-06,3274,163.6,2023-09-02,2023-09-02,Region 1,1.1,11.6,10.1,9.9,3396,7505,13489,NA,NA,2023-09-07T15:40:00Z
MI,26,26,Michigan,2023-08-26,191878,14,302,3.02,1.5,0.2,0.8,0.2,2023-09-02,13.3%,Moderate Increase (10.0% to 19.9%),1.5%,Low (1.5% to 2.9%),NA,184,1.5,2023-09-06,37724,296.5,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-07T15:40:00Z
MN,27,27,Minnesota,2023-08-26,78481,51.7,176,3.12,1.8,0.4,0.9,0.2,NA,NA,NA,NA,NA,NA,87,1.3,2023-09-06,15530,224.6,2023-09-02,2023-09-02,Region 5,0.5,11.6,11.3,10.5,11251,30777,54117,NA,NA,2023-09-07T15:40:00Z
MO,29,29,Missouri,2023-08-26,129743,16,282,4.59,2.2,0.3,1.8,0.5,NA,NA,NA,NA,NA,NA,79,1,2023-09-06,22468,289.7,2023-09-02,2023-09-02,Region 7,-0.2,14.5,14.1,12.9,4164,5595,10244,NA,NA,2023-09-07T15:40:00Z
MP,69,69,Northern Mariana Islands,2023-08-26,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-07T15:40:00Z
MS,28,28,Mississippi,2023-08-26,55562,4,184,6.18,3.2,0.1,3,0.6,2023-09-02,-15.8%,Moderate Decrease (-19.9% to -10.0%),3.2%,Moderate (3.0% to 4.4%),NA,111,3.2,2023-09-06,14814,427.7,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-07T15:40:00Z
MT,30,30,Montana,2023-08-26,29951,29.3,53,4.96,1.5,0.4,0.4,0.2,2023-09-02,-0.4%,Stable (-9.9% to 9.9%),1.5%,Low (1.5% to 2.9%),0,NA,NA,2023-09-06,3870,268.5,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,NA,2023-09-07T15:40:00Z
NC,37,37,North Carolina,2023-08-26,166974,14.1,469,4.47,2.8,0.5,2.1,0.6,2023-09-02,4.2%,Stable (-9.9% to 9.9%),2.9%,Low (1.5% to 2.9%),NA,269,2.2,2023-09-06,33873,270.5,2023-09-02,2023-09-02,Region 4,-0.7,13.2,13.9,13,4808,11925,21373,NA,NA,2023-09-07T15:40:00Z
ND,38,38,North Dakota,2023-08-26,14999,75,21,2.76,1.1,0.5,0.8,0.7,2023-09-02,24.4%,Substantial Increase (> 19.9%),1.0%,Minimal (< 1.5%),0,NA,NA,2023-09-06,2638,282.8,2023-09-02,2023-09-02,Region 8,-2.4,12.5,14,12.8,2729,4233,7536,NA,0,2023-09-07T15:40:00Z
